policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements
METROLOGY_CONDITIONED_EIG,260929,15.816317554399014,0.6410899351274365,23.70047067129647,50,0,0,0,95
NO_PASSIVE,260930,551.1001152766407,2.3233460260683185,445.27923823147125,0,0,0,0,189
RANDOM,260930,13.261555723055364,0.33845095455234103,20.42705050956777,59,1,0,0,189
HIGHEST_SNR,260930,21.060457544434772,0.5454498397840603,40.862570380250304,60,0,0,0,189
SHORTEST_PULSE,260930,9.714610597078481,0.496720566160399,16.704674097956275,59,1,0,0,189
METROLOGY_CONDITIONED_EIG,260930,14.885084563378022,0.6415133138831363,16.725588771813825,59,1,0,0,189
NO_PASSIVE,260931,220.1002475415144,2.105975392633539,445.27923823147125,0,0,0,0,51
RANDOM,260931,89.85388128843645,2.7619063183422266,49.19147956587784,42,0,0,0,51
HIGHEST_SNR,260931,69.51002947833634,2.109498830116811,52.77093357119548,42,0,0,0,51
SHORTEST_PULSE,260931,87.20172920712993,2.667410716615903,50.98378715222612,42,0,0,0,51
METROLOGY_CONDITIONED_EIG,260931,62.08007485584916,2.2081790742085903,44.244053892260126,42,0,0,0,51
NO_PASSIVE,260932,467.47878605739425,1.7404152028735984,445.27923823147125,0,0,0,0,35
RANDOM,260932,36.14214733314544,0.9822058099579278,44.61531416130423,28,0,0,0,35
HIGHEST_SNR,260932,49.23575279388757,0.8193809717655895,48.825428134164895,28,0,0,0,35
SHORTEST_PULSE,260932,34.28120970565302,0.6276816648783914,42.4580072604193,28,0,0,0,35
METROLOGY_CONDITIONED_EIG,260932,32.01391735821376,0.7448474932032927,42.10936430539413,28,0,0,0,35
NO_PASSIVE,260933,438.44319564157666,1.6161257917025078,445.27923823147125,0,0,0,0,128
RANDOM,260933,30.1836960197543,0.921300469191497,20.31444153861525,51,1,0,0,128
HIGHEST_SNR,260933,19.655805126803504,0.0032473368466366063,23.59882839980875,50,2,0,0,128
SHORTEST_PULSE,260933,18.41862084045919,0.8716601846269889,16.676331525729672,52,0,0,0,128
METROLOGY_CONDITIONED_EIG,260933,10.219672034066344,0.4947259703450077,16.604267736437627,52,0,0,0,128
NO_PASSIVE,260934,127.91392643996055,3.2536476263883674,445.27923823147125,0,0,0,0,96
RANDOM,260934,34.9430055428375,1.2071316647456154,27.06166693180934,54,1,0,0,96
